"Nuclide","Half Life","Tye","f1","Adrenals","Urinary Bladder","Bone Suface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Gd-149","9.4d","F","0.0005","5.4E-10","2E-10","7.5E-09","1.4E-10","1.6E-10","1.9E-10","3.7E-10","5.1E-10","1.1E-09","2E-09","1.5E-09","9.2E-10","3.2E-09","2.3E-10","4E-10","5.2E-10","1.5E-09","6.9E-09","3.2E-10","1.3E-10","2.4E-10","9.4E-11","1.9E-10","1.1E-10","2.6E-10","2.3E-10","8E-10"
"Gd-149","9.4d","M","0.0005","3.6E-10","1.3E-10","1.3E-09","4.1E-11","2.9E-10","3.2E-10","3.1E-10","5E-10","1.4E-09","3.1E-09","2.1E-09","2.5E-10","6.9E-10","1.8E-10","3.8E-10","3.1E-10","3.4E-10","7.5E-09","8.5E-09","8E-11","2.4E-10","5.1E-11","3.2E-10","1.4E-10","2E-10","1.7E-10","1.5E-09"
"Gd-151","120d","F","0.0005","9.7E-10","2E-10","5.9E-08","2.4E-10","2.4E-10","2.2E-10","5.7E-10","5.8E-10","1.1E-09","1.4E-09","1.2E-09","1.2E-09","1.3E-08","3.3E-10","4.1E-10","9.9E-10","7.2E-09","1.9E-09","5.9E-10","1.9E-10","3.3E-10","9.4E-11","2.2E-10","1.5E-10","2.8E-10","3.3E-10","2.5E-09"
"Gd-151","120d","M","0.0005","4.9E-10","7.4E-11","1.4E-08","6.3E-11","3.1E-10","3.1E-10","3.1E-10","3.1E-10","9.1E-10","2E-09","1.4E-09","3.6E-10","3.3E-09","1.8E-10","1.9E-10","4.4E-10","1.8E-09","2.6E-09","9.9E-09","8.3E-11","2.7E-10","3.1E-11","3.1E-10","1.4E-10","1.1E-10","1.8E-10","2E-09"
"Gd-152","1.08E14y","F","0.0005","2.7E-09","3E-09","0.001","2.7E-09","2.7E-09","2.7E-09","2.9E-09","3.2E-09","7.9E-09","1.8E-08","1.2E-08","5.5E-07","0.0002","2.7E-09","2.7E-09","2.7E-09","0.00011","2.8E-09","4.9E-09","2.7E-09","2.7E-09","2.7E-09","2.7E-09","2.7E-09","2.7E-09","9.5E-09","3.4E-05"
"Gd-152","1.08E14y","M","0.0005","9.3E-10","1.1E-09","0.00036","9.3E-10","9.3E-10","9.3E-10","1.4E-09","2.2E-09","9.2E-09","2.5E-08","1.6E-08","1.9E-07","7E-05","9.3E-10","9.3E-10","9.3E-10","3.8E-05","9.9E-07","1.1E-05","9.3E-10","9.3E-10","9.3E-10","9.3E-10","9.3E-10","9.3E-10","3.8E-09","1.3E-05"
"Gd-153","242d","F","0.0005","3.1E-09","6E-10","1.4E-07","7.2E-10","7.2E-10","6.6E-10","1.8E-09","1.7E-09","2.7E-09","2.5E-09","2.6E-09","2.9E-09","3.4E-08","1E-09","1.2E-09","3.1E-09","1.8E-08","2.8E-09","1.8E-09","5.6E-10","1E-09","2.9E-10","6.6E-10","4.7E-10","8.8E-10","1E-09","6.5E-09"
"Gd-153","242d","M","0.0005","1.4E-09","2.1E-10","4E-08","2.1E-10","7.2E-10","7.3E-10","8.3E-10","7.3E-10","1.6E-09","2.9E-09","2.2E-09","9.6E-10","9.8E-09","4.9E-10","4.9E-10","1.3E-09","5E-09","6.3E-09","2.2E-08","2.3E-10","6.9E-10","9.3E-11","7.3E-10","3.6E-10","3.2E-10","4.7E-10","4.8E-09"
"Gd-159","18.56h","F","0.0005","2E-11","6.7E-11","4.2E-10","1.6E-11","1.6E-11","1.9E-11","1.5E-10","3.3E-10","1.6E-09","2.3E-09","1.9E-09","2.2E-10","4.6E-10","1.8E-11","2.6E-11","2E-11","3.1E-10","2.1E-09","5.6E-11","1.6E-11","1.8E-11","1.6E-11","1.9E-11","1.6E-11","2.2E-11","1.1E-09","3.8E-10"
"Gd-159","18.56h","M","0.0005","6.4E-12","1.2E-11","4.8E-11","2.4E-12","5.4E-12","8.5E-12","2.6E-10","6.3E-10","2.5E-09","3.8E-09","3.1E-09","2.6E-11","5.2E-11","6.1E-12","1.9E-11","7.6E-12","3.5E-11","2.6E-09","2.6E-09","3.1E-12","6.1E-12","3.3E-12","8.5E-12","3.6E-12","1.2E-11","1.8E-11","7.3E-10"
"Tb-147","1.65h","M","0.0005","2.9E-11","2.2E-11","3.2E-11","7.5E-12","2.4E-11","4.1E-11","3.7E-10","3.9E-10","4.3E-10","2.2E-10","3.4E-10","2.7E-11","3.5E-11","2.5E-11","6.1E-11","4E-11","2.2E-11","3.1E-09","4E-10","1.1E-11","2.9E-11","7.9E-12","4.1E-11","1.4E-11","4.2E-11","1.6E-09","2.3E-10"
"Tb-149","4.15h","M","0.0005","8.8E-11","7.8E-11","1.9E-09","5.2E-11","7.9E-11","1.1E-10","3.9E-10","5.9E-10","1.1E-09","6.5E-10","8.8E-10","3.1E-10","3.3E-10","8.2E-11","1.5E-10","1E-10","2.8E-10","8.9E-09","7.8E-08","5.8E-11","8.7E-11","5.4E-11","1.1E-10","6.3E-11","1.2E-10","9.4E-11","9.6E-09"
"Tb-150","3.27h","M","0.0005","3.4E-11","3E-11","2.7E-11","1E-11","2.8E-11","5.4E-11","4.5E-10","6.6E-10","1.1E-09","4.9E-10","8.2E-10","3.7E-11","4.5E-11","3.3E-11","8.4E-11","5.1E-11","2.9E-11","4.4E-09","5.2E-10","1.4E-11","3.6E-11","1E-11","5.4E-11","1.7E-11","6.2E-11","2.2E-09","3.5E-10"
"Tb-151","17.6h","M","0.0005","8.4E-11","8.7E-11","2.2E-10","1.7E-11","6.7E-11","1.1E-10","2E-10","4.3E-10","1.1E-09","1.4E-09","1.2E-09","8.3E-11","1.2E-10","7.5E-11","2.7E-10","9.8E-11","8.2E-11","7.4E-09","1.6E-09","2.9E-11","7.5E-11","3.2E-11","1.1E-10","3.7E-11","1.5E-10","3.7E-09","6.3E-10"
"Tb-153","2.34d","M","0.0005","7.1E-11","5.2E-11","6.7E-10","1E-11","5.4E-11","7.4E-11","1.2E-10","2.6E-10","8.3E-10","1.6E-09","1.2E-09","7.2E-11","1.7E-10","4.7E-11","1.5E-10","7.1E-11","1.1E-10","3.2E-09","2E-09","1.8E-11","5.4E-11","1.8E-11","7.4E-11","2.7E-11","8.3E-11","1.6E-09","5.4E-10"
"Tb-154","21.4h","M","0.0005","2.1E-10","2.1E-10","2E-10","4.7E-11","1.7E-10","2.7E-10","3.9E-10","8E-10","1.8E-09","2.2E-09","2E-09","2E-10","2.5E-10","1.8E-10","6.2E-10","2.3E-10","1.7E-10","1.7E-08","1.7E-09","8.2E-11","1.9E-10","8.9E-11","2.7E-10","9.8E-11","3.5E-10","8.3E-09","1.1E-09"
"Tb-155","5.32d","M","0.0005","7.6E-11","4.5E-11","4.2E-10","7.8E-12","6.1E-11","7.8E-11","1E-10","2E-10","6.6E-10","1.5E-09","1E-09","7.6E-11","1.3E-10","4.5E-11","1.3E-10","7.2E-11","7.8E-11","2.6E-09","2.5E-09","1.6E-11","5.8E-11","1.5E-11","7.8E-11","3E-11","7E-11","1.3E-09","5.6E-10"
"Tb-156","5.34d","M","0.0005","7.7E-10","4.1E-10","1.2E-09","1.1E-10","6.5E-10","7.7E-10","7.5E-10","1.3E-09","3E-09","6E-09","4.3E-09","6E-10","9.5E-10","4.5E-10","1.2E-09","6.8E-10","5.5E-10","2.4E-08","1.1E-08","2.1E-10","5.7E-10","1.8E-10","7.7E-10","3.2E-10","6.3E-10","1.2E-08","3E-09"
"Tb-156n","5.0h","M","0.0005","3E-11","1.6E-11","6.1E-11","4.1E-12","2.5E-11","2.8E-11","8.3E-11","1.5E-10","3.4E-10","3.9E-10","3.6E-10","2.4E-11","3.8E-11","1.7E-11","4.3E-11","2.5E-11","2.2E-11","1.6E-09","1.1E-09","8.1E-12","2.1E-11","6.8E-12","2.8E-11","1.2E-11","2.2E-11","7.9E-10","2.4E-10"
"Tb-156m","24.4h","M","0.0005","1.4E-10","5.5E-11","2.7E-10","1.7E-11","1.2E-10","1.3E-10","1.1E-10","1.9E-10","5.1E-10","1.2E-09","8E-10","1E-10","1.8E-10","6.9E-11","1.5E-10","1.1E-10","9.7E-11","2.2E-09","2.4E-09","3.4E-11","9.6E-11","2.4E-11","1.3E-10","5.6E-11","7.8E-11","6.6E-11","4.7E-10"
"Tb-157","150y","M","0.0005","2.7E-10","3.4E-11","5.7E-08","7.1E-11","7.1E-11","7E-11","1.2E-10","1.3E-10","2.6E-10","4.5E-10","3.4E-10","2.2E-10","8.9E-09","8.6E-11","9.7E-11","2.3E-10","6.1E-09","1.4E-10","1.4E-09","4.2E-11","7.8E-11","1.7E-11","7E-11","4.5E-11","5.7E-11","8.7E-11","2E-09"
"Tb-158","150y","M","0.0005","5.9E-08","1.2E-08","7E-07","1.6E-08","2E-08","1.9E-08","2.5E-08","2.8E-08","3.5E-08","3E-08","3.3E-08","4.1E-08","3E-07","2.1E-08","2.4E-08","4.5E-08","1.6E-07","3.6E-08","1E-07","1.4E-08","2.1E-08","7.7E-09","1.9E-08","1.4E-08","1.7E-08","2.1E-08","7E-08"
"Tb-160","72.3d","M","0.0005","4E-09","7.9E-10","4E-08","6.5E-10","3E-09","2.9E-09","2.5E-09","2.6E-09","6.9E-09","1.5E-08","1E-08","3.3E-09","1.3E-08","1.6E-09","1.7E-09","3.2E-09","9E-09","2.6E-08","8.5E-08","9.6E-10","2.3E-09","4.3E-10","2.9E-09","1.4E-09","1.1E-09","1.6E-09","1.5E-08"
"Tb-161","6.91d","M","0.0005","2.9E-11","2E-11","2.6E-09","3.6E-12","2.4E-11","2.9E-11","2E-10","5.3E-10","2.9E-09","7.6E-09","4.9E-09","2.1E-10","3.6E-10","1.8E-11","5E-11","2.7E-11","3.1E-10","4.4E-09","1.6E-08","6.3E-12","2.2E-11","5.6E-12","2.9E-11","1.1E-11","2.3E-11","3E-11","2.6E-09"
"Dy-155","10.0h","M","0.0005","3.7E-11","3.7E-11","7.9E-11","8.1E-12","3E-11","5.2E-11","9.1E-11","1.8E-10","3.9E-10","4.2E-10","4E-10","3.3E-11","4.4E-11","3.4E-11","1.1E-10","4.6E-11","3.3E-11","3.3E-09","4.2E-10","1.3E-11","3.5E-11","1.3E-11","5.2E-11","1.7E-11","6.8E-11","1.7E-09","2.3E-10"
"Dy-157","8.1h","M","0.0005","1.7E-11","1.9E-11","2.2E-11","4E-12","1.4E-11","2.7E-11","5E-11","9E-11","1.8E-10","1.4E-10","1.6E-10","1.6E-11","2.1E-11","1.7E-11","5.8E-11","2.3E-11","1.4E-11","1.8E-09","8.9E-11","6.2E-12","1.7E-11","5.9E-12","2.7E-11","8E-12","3.7E-11","9E-10","9.9E-11"
"Dy-159","144.4d","M","0.0005","3.9E-10","6.4E-11","9.9E-09","7.8E-11","2.6E-10","2.8E-10","2.1E-10","2E-10","4.5E-10","9.5E-10","6.7E-10","2.1E-10","8.7E-10","1.6E-10","1.7E-10","3.1E-10","1.3E-09","1.6E-09","4E-09","7E-11","2.3E-10","3.1E-11","2.8E-10","1.3E-10","9.8E-11","1.5E-10","9.6E-10"
"Dy-165","2.334h","M","0.0005","1.2E-12","3.2E-12","3.3E-12","8.4E-13","1.1E-12","1.5E-12","2.7E-10","3.5E-10","4.4E-10","1.5E-10","3.1E-10","2.1E-12","2.2E-12","1.2E-12","1.8E-12","1.5E-12","3.6E-12","1.2E-09","4.8E-10","8.8E-13","1.2E-12","8.2E-13","1.5E-12","9.3E-13","1.6E-12","6E-10","1.6E-10"
"Dy-166","81.6h","M","0.0005","2.5E-11","3E-11","1.7E-09","4.8E-12","2.1E-11","2.8E-11","2E-10","6.7E-10","5.7E-09","2E-08","1.2E-08","2E-10","2.9E-10","1.7E-11","5.1E-11","2.5E-11","7.3E-10","4.7E-09","2.3E-08","7.5E-12","2.1E-11","7.8E-12","2.8E-11","1.2E-11","2.8E-11","3.2E-11","4.4E-09"
"Ho-155","48m","M","0.0005","5.5E-12","4.3E-12","7.5E-12","1.4E-12","4.4E-12","8.3E-12","1.1E-10","7.5E-11","6.6E-11","4.1E-11","5.6E-11","4.5E-12","7.3E-12","5E-12","1.3E-11","1.2E-11","4.1E-12","7.9E-10","1.1E-10","2E-12","5.7E-12","1.6E-12","8.3E-12","2.6E-12","8.6E-12","4E-10","5.8E-11"
"Ho-157","12.6m","M","0.0005","1.2E-12","6.7E-13","1.3E-12","3.7E-13","1.1E-12","2.4E-12","1.4E-11","4.9E-12","5.9E-12","4E-12","5.1E-12","8.9E-13","1.3E-12","1.2E-12","2E-12","2.3E-12","7.7E-13","2.9E-10","1.8E-11","4.3E-13","1.4E-12","2.2E-13","2.4E-12","6.4E-13","1.4E-12","1.5E-10","1.3E-11"
"Ho-159","33m","M","0.0005","1.7E-12","6.8E-13","3.1E-12","4.7E-13","1.4E-12","3.1E-12","2.3E-11","1E-11","6.2E-12","1.8E-12","4.3E-12","1.2E-12","2.1E-12","1.6E-12","2E-12","4.4E-12","1E-12","3.3E-10","3.6E-11","5.3E-13","2.2E-12","2E-13","3.1E-12","8.1E-13","1.8E-12","1.7E-10","1.7E-11"
"Ho-161","2.5h","M","0.0005","1.4E-12","1.3E-12","4.4E-12","3.1E-13","1.1E-12","2.5E-12","2.8E-11","3.5E-11","4.8E-11","1.8E-11","3.5E-11","1.2E-12","2.2E-12","1.6E-12","4.5E-12","3.9E-12","1E-12","2.6E-10","3.3E-11","4.3E-13","1.7E-12","2.9E-13","2.5E-12","5.9E-13","3.3E-12","1.3E-10","2E-11"
"Ho-162","15m","M","0.0005","3.2E-13","9.3E-14","4.1E-13","1.1E-13","2.9E-13","7E-13","1E-11","2.3E-12","7.6E-13","2E-13","5.2E-13","2.1E-13","3E-13","3.3E-13","2.3E-13","6.9E-13","1.8E-13","1.4E-10","1.9E-11","1.2E-13","4.2E-13","3.7E-14","7E-13","1.8E-13","2.1E-13","7E-11","7.2E-12"
"Ho-162m","68m","M","0.0005","5.4E-12","3.3E-12","5.9E-12","1.6E-12","4.5E-12","9.1E-12","7.4E-11","6E-11","5.1E-11","1.3E-11","3.5E-11","4.6E-12","6.1E-12","5.1E-12","9.6E-12","1.1E-11","3.4E-12","9.4E-10","1.5E-10","2E-12","6.6E-12","1.1E-12","9.1E-12","2.7E-12","8.2E-12","4.7E-10","5.8E-11"
"Ho-164","29m","M","0.0005","2E-13","1.4E-13","4.1E-13","8.5E-14","1.6E-13","3.5E-13","3.8E-11","1.6E-11","5.2E-12","5.7E-13","3.2E-12","1.5E-13","2.6E-13","2E-13","2.3E-13","5.8E-13","1.5E-13","3.5E-10","5.6E-11","9.2E-14","2.6E-13","6.5E-14","3.5E-13","1.2E-13","2.2E-13","1.8E-10","2.1E-11"
"Ho-164m","37.5m","M","0.0005","5.9E-13","4.9E-13","1.6E-12","2.2E-13","4.7E-13","1E-12","7E-11","5.3E-11","2.8E-11","3.9E-12","1.7E-11","4.9E-13","8.9E-13","6.1E-13","9.8E-13","2E-12","4.8E-13","1.9E-10","1.2E-10","2.5E-13","7.9E-13","1.7E-13","1E-12","3.2E-13","8.9E-13","9.7E-11","3E-11"
"Ho-166","26.80h","M","0.0005","7.3E-12","1.6E-11","1.1E-10","4.2E-12","6.5E-12","8.3E-12","5.9E-10","1.5E-09","6.8E-09","1.2E-08","9E-09","6.5E-12","2.2E-10","6.7E-12","1.5E-11","6.7E-10","1E-10","3E-09","5.9E-09","4.8E-12","7E-12","5E-12","8.3E-12","5.2E-12","1E-11","3.7E-11","1.9E-09"
"Ho-166m","1.20E3y","M","0.0005","1.9E-07","2.8E-08","1E-06","3.1E-08","5.3E-08","4.7E-08","1.1E-07","7.8E-08","9.9E-08","5.8E-08","8.1E-08","1.3E-07","8.1E-07","5.5E-08","5.6E-08","1.4E-06","2.1E-07","6.9E-08","1.9E-07","3.3E-08","9.5E-08","1.6E-08","4.7E-08","2.9E-08","4.3E-08","7.4E-07","1.8E-07"
"Ho-167","3.1h","M","0.0005","7.9E-12","7.1E-12","1.3E-11","2.3E-12","6.3E-12","1.3E-11","1.6E-10","2.4E-10","3.7E-10","1.6E-10","2.8E-10","7.2E-12","1.2E-11","7.6E-12","1.9E-11","2.2E-11","7.1E-12","2E-09","5.6E-10","3.1E-12","8.5E-12","2.3E-12","1.3E-11","4E-12","1.5E-11","1E-09","1.8E-10"
"Er-161","3.24h","M","0.0005","2E-11","1.7E-11","2.6E-11","5.5E-12","1.6E-11","3.2E-11","9.8E-11","1.5E-10","2.8E-10","1.4E-10","2.2E-10","1.8E-11","2.3E-11","2E-11","5.3E-11","3E-11","1.5E-11","2.7E-09","2.1E-10","7.6E-12","2.1E-11","5.7E-12","3.2E-11","9.6E-12","3.9E-11","1.4E-09","1.5E-10"
"Er-165","10.36h","M","0.0005","2.9E-12","4.1E-12","1.3E-11","5.4E-13","2.2E-12","4.8E-12","1.4E-11","3E-11","7.5E-11","7.4E-11","7.5E-11","2.6E-12","4E-12","3.2E-12","1.3E-11","4.4E-12","2.8E-12","3E-10","3.3E-11","8.9E-13","3.2E-12","1E-12","4.8E-12","1.3E-12","7.8E-12","1.5E-10","2.6E-11"
"Er-169","9.3d","M","0.0005","3.9E-12","7.1E-12","2.3E-09","3.9E-12","3.9E-12","3.9E-12","9.7E-11","2.6E-10","1.6E-09","4.1E-09","2.7E-09","3.9E-12","4.8E-11","3.9E-12","3.9E-12","3.9E-12","2.6E-10","2.8E-09","1.4E-08","3.9E-12","3.9E-12","3.9E-12","3.9E-12","3.9E-12","3.9E-12","9.9E-12","2E-09"
"Er-171","7.52h","M","0.0005","1.9E-11","2.4E-11","8.1E-11","5.7E-12","1.5E-11","2.8E-11","3.6E-10","7.3E-10","1.9E-09","1.7E-09","1.8E-09","1.7E-11","2.5E-11","1.8E-11","5.6E-11","2.5E-11","3.5E-11","3.7E-09","1.8E-09","7.8E-12","1.9E-11","7.4E-12","2.8E-11","9.6E-12","3.7E-11","1.9E-09","5.9E-10"
"Er-172","49.3h","M","0.0005","1.7E-10","1.3E-10","1E-09","3.4E-11","1.5E-10","1.9E-10","2.9E-10","7E-10","3.3E-09","9.6E-09","6E-09","1.1E-10","2.1E-10","1.2E-10","3.5E-10","1.6E-10","4.4E-10","9.2E-09","1.3E-08","5.7E-11","1.4E-10","5.4E-11","1.9E-10","8.1E-11","1.9E-10","1.2E-10","2.5E-09"
"Tm-162","21.7m","M","0.0005","3.9E-12","1.5E-12","2.9E-12","1.5E-12","3.7E-12","7.8E-12","9.2E-11","2.9E-11","1.2E-11","3.1E-12","8.2E-12","2.8E-12","3.7E-12","3.8E-12","3.5E-12","7.7E-12","2.3E-12","9.6E-10","7.2E-11","1.6E-12","5.1E-12","5.9E-13","7.8E-12","2.3E-12","3.2E-12","4.8E-10","4.7E-11"
"Tm-166","7.70h","M","0.0005","7.5E-11","7.3E-11","8.7E-11","2.1E-11","6.1E-11","1.1E-10","2.4E-10","4.3E-10","9.1E-10","7.1E-10","8.2E-10","6.8E-11","8.6E-11","7.3E-11","2.2E-10","9.7E-11","6.2E-11","8.2E-09","9E-10","3.1E-11","7.4E-11","2.9E-11","1.1E-10","3.7E-11","1.4E-10","4.1E-09","5.2E-10"
"Tm-167","9.24d","M","0.0005","1.2E-10","6E-11","2.8E-09","1.9E-11","1E-10","1.2E-10","2.1E-10","4.6E-10","2.1E-09","5.4E-09","3.5E-09","6.1E-11","1.5E-10","6.6E-11","1.5E-10","1E-10","4.2E-10","5.1E-09","1.4E-08","3E-11","9E-11","2.4E-11","1.2E-10","5.5E-11","8.3E-11","6.9E-11","2.3E-09"
"Tm-170","128.6d","M","0.0005","2.9E-10","2.9E-10","2.4E-08","2.7E-10","2.8E-10","2.9E-10","6.1E-10","1.2E-09","6E-09","1.7E-08","1.1E-08","2.8E-10","3.1E-09","2.8E-10","2.8E-10","2.9E-10","2.3E-08","1E-08","9.4E-08","2.7E-10","2.8E-10","2.7E-10","2.9E-10","2.8E-10","2.7E-10","3E-10","1.6E-08"
"Tm-171","1.92y","M","0.0005","1.2E-10","1.1E-10","7.9E-08","1.1E-10","1.1E-10","1.1E-10","1.4E-10","1.9E-10","5.8E-10","1.4E-09","9.5E-10","1.1E-10","1.3E-09","1.1E-10","1.1E-10","1.2E-10","9.1E-09","2.4E-09","1.1E-08","1.1E-10","1.1E-10","1.1E-10","1.1E-10","1.1E-10","1.1E-10","1.1E-10","3.4E-09"
"Tm-172","63.6h","M","0.0005","1.1E-10","9.5E-11","6.2E-10","2.7E-11","9.6E-11","1.2E-10","5.7E-10","1.5E-09","7E-09","1.6E-08","1.1E-08","7.5E-11","1.4E-10","8.1E-11","2.3E-10","1E-10","4.1E-10","8.1E-09","1.2E-08","4.2E-11","9E-11","4.3E-11","1.2E-10","5.5E-11","1.3E-10","1E-10","2.9E-09"
"Tm-173","8.24h","M","0.0005","1.9E-11","2.3E-11","2.7E-11","5.8E-12","1.6E-11","2.9E-11","2.8E-10","5.8E-10","1.6E-09","1.5E-09","1.6E-09","1.8E-11","2.4E-11","1.9E-11","6E-11","2.5E-11","3.1E-11","3.6E-09","1.4E-09","8.2E-12","1.9E-11","7.7E-12","2.9E-11","1E-11","3.9E-11","1.8E-09","5E-10"
"Tm-175","15.2m","M","0.0005","1.9E-12","6.6E-13","4.4E-12","7.8E-13","1.8E-12","4E-12","8.4E-11","2E-11","9.9E-12","1.2E-11","1.1E-11","1.3E-12","1.8E-12","1.9E-12","1.4E-12","3.6E-12","1.5E-12","1E-09","9.9E-11","7.9E-13","2.4E-12","2.9E-13","4E-12","1.2E-12","1.3E-12","5.1E-10","5E-11"
"Yb-162","18.9m","M","0.0005","3.9E-12","2.2E-12","3.2E-12","1.3E-12","3.4E-12","6.6E-12","8.8E-11","4.6E-11","2.2E-11","4.8E-12","1.5E-11","3.2E-12","3.9E-12","3.6E-12","5.3E-12","7.8E-12","2.4E-12","6.3E-10","7E-11","1.5E-12","5.2E-12","7.3E-13","6.6E-12","2E-12","4.7E-12","3.2E-10","3.9E-11"
"Yb-162","18.9m","S","0.0005","3.9E-12","1.7E-12","2.8E-12","1E-12","3.4E-12","6.6E-12","9.2E-11","4.8E-11","2.3E-11","4.7E-12","1.5E-11","3.1E-12","3.9E-12","3.5E-12","5.2E-12","8E-12","2.2E-12","6.4E-10","7.6E-11","1.4E-12","5.2E-12","5.3E-13","6.6E-12","1.9E-12","4.6E-12","3.2E-10","4E-11"
"Yb-166","56.7h","M","0.0005","3.6E-10","2.9E-10","7.5E-10","5.8E-11","3.2E-10","4E-10","3.8E-10","9E-10","2.5E-09","5.8E-09","3.9E-09","2.6E-10","3.3E-10","2.5E-10","8.3E-10","3.3E-10","3E-10","1.4E-08","5.9E-09","1.2E-10","3.2E-10","1.3E-10","4E-10","1.6E-10","4.1E-10","7.4E-09","1.9E-09"
"Yb-166","56.7h","S","0.0005","3.7E-10","2.9E-10","2.7E-10","4.5E-11","3.4E-10","4.2E-10","3.9E-10","9.2E-10","2.6E-09","5.9E-09","4E-09","2.2E-10","3.3E-10","2.5E-10","8.4E-10","3.4E-10","2.2E-10","1.5E-08","6.7E-09","1.1E-10","3E-10","1.2E-10","4.2E-10","1.7E-10","4.2E-10","7.4E-09","2E-09"
"Yb-167","17.5m","M","0.0005","8.1E-13","3E-13","4E-12","2.2E-13","6.9E-13","1.5E-12","1.9E-11","5.5E-12","4.6E-12","7.6E-12","5.9E-12","6.1E-13","7.9E-13","7.3E-13","7.1E-13","1.5E-12","7.9E-13","2.3E-10","5.5E-11","2.4E-13","1.1E-12","9E-14","1.5E-12","4.2E-13","6E-13","1.1E-10","1.6E-11"
"Yb-167","17.5m","S","0.0005","8E-13","2.3E-13","1.2E-12","1.8E-13","7.1E-13","1.5E-12","2E-11","5.7E-12","4.7E-12","7.8E-12","6E-12","4.9E-13","7.4E-13","7.2E-13","6.9E-13","1.6E-12","4E-13","2.4E-10","6.1E-11","2.2E-13","1E-12","5.4E-14","1.5E-12","3.9E-13","5.7E-13","1.2E-10","1.7E-11"
"Yb-169","32.01d","M","0.0005","6.3E-10","1.7E-10","1.1E-08","7.6E-11","5.2E-10","5.9E-10","5.2E-10","7.2E-10","2.6E-09","6.6E-09","4.3E-09","4.3E-10","6.8E-10","2.8E-10","4.1E-10","5.2E-10","1.5E-09","9.2E-09","3.4E-08","1.2E-10","8.2E-10","6.3E-11","5.9E-10","2.8E-10","2.4E-10","2.7E-10","5.1E-09"
"Yb-169","32.01d","S","0.0005","7E-10","1.3E-10","9E-10","3E-11","6.5E-10","7.1E-10","5.8E-10","7.1E-10","2.7E-09","6.8E-09","4.4E-09","2.7E-10","5.5E-10","2.9E-10","3.6E-10","5.9E-10","2.8E-10","1E-08","4.2E-08","1.2E-10","5.3E-10","4.3E-11","7.1E-10","3.2E-10","2E-10","2.7E-10","5.9E-09"
"Yb-175","4.19d","M","0.0005","1.5E-11","1.6E-11","9.3E-10","2.8E-12","1.3E-11","1.6E-11","1.3E-10","3.4E-10","1.8E-09","4.4E-09","3E-09","4.3E-11","2.7E-11","9.8E-12","2.8E-11","1.4E-11","1.2E-10","3E-09","8.1E-09","4.7E-12","4.1E-11","4.3E-12","1.6E-11","7.1E-12","1.5E-11","1.7E-11","1.4E-09"
"Yb-175","4.19d","S","0.0005","1.4E-11","9.3E-12","2.4E-11","1.5E-12","1.3E-11","1.7E-11","1.3E-10","3.5E-10","1.9E-09","4.6E-09","3E-09","8.5E-12","1.3E-11","9.1E-12","2.7E-11","1.3E-11","9.6E-12","3.1E-09","9.2E-09","3.8E-12","1.2E-11","3.3E-12","1.7E-11","6.6E-12","1.5E-11","1.6E-11","1.5E-09"
"Yb-177","1.9h","M","0.0005","3.1E-12","4.9E-12","2.6E-11","1.3E-12","2.7E-12","4.5E-12","2.5E-10","2.9E-10","3.3E-10","1.6E-10","2.5E-10","4E-12","3.8E-12","2.9E-12","5.6E-12","4.5E-12","6.2E-12","1.3E-09","5.5E-10","1.5E-12","4.4E-12","1.2E-12","4.5E-12","1.8E-12","4.6E-12","6.5E-10","1.6E-10"
"Yb-177","1.9h","S","0.0005","2.6E-12","1.7E-12","2.3E-12","6.2E-13","2.2E-12","4E-12","2.6E-10","3E-10","3.4E-10","1.6E-10","2.6E-10","2.2E-12","2.7E-12","2.3E-12","5.1E-12","4E-12","1.6E-12","1.3E-09","6.1E-10","8.9E-13","2.8E-12","5.1E-13","4E-12","1.2E-12","4.1E-12","6.7E-10","1.7E-10"
"Yb-178","74m","M","0.0005","2.3E-12","5.8E-12","5.8E-12","1.3E-12","2E-12","3.1E-12","3.7E-10","4.6E-10","4E-10","8.5E-11","2.6E-10","3E-12","2.6E-12","2.2E-12","3.8E-12","3.2E-12","3.7E-12","1.4E-09","5.7E-10","1.4E-12","3E-12","1.2E-12","3.1E-12","1.6E-12","3.3E-12","7.3E-10","1.8E-10"
"Yb-178","74m","S","0.0005","1.4E-12","9.6E-13","1E-12","3.6E-13","1.2E-12","2.2E-12","3.9E-10","4.9E-10","4.1E-10","8.6E-11","2.7E-10","1.2E-12","1.5E-12","1.3E-12","2.9E-12","2.3E-12","9.2E-13","1.5E-09","6.2E-10","5.1E-13","1.6E-12","2.9E-13","2.2E-12","6.6E-13","2.4E-12","7.6E-10","1.9E-10"
"Lu-169","34.06h","M","0.0005","1.7E-10","1.4E-10","8.3E-10","3.3E-11","1.4E-10","2E-10","2.6E-10","5.3E-10","1.3E-09","2E-09","1.6E-09","1.2E-10","1.7E-10","1.3E-10","4.2E-10","1.7E-10","2E-10","9.7E-09","2.7E-09","5.7E-11","1.4E-10","6.1E-11","2E-10","7.8E-11","2.3E-10","4.9E-09","9.5E-10"
