"Nuclide","Half Life","Tye","f1","Adrenals","Urinary Bladder","Bone Suface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Ra-228","5.75y","S","0.01","1.3E-07","9.5E-08","3.4E-05","9.5E-08","1.3E-07","1.3E-07","1.1E-07","1E-07","1.4E-07","2.2E-07","1.7E-07","8.4E-07","1.3E-06","1.1E-07","3.4E-07","1.2E-07","3.7E-06","0.00016","0.00026","1E-07","1.1E-07","4E-07","1.3E-07","1.1E-07","9.6E-08","1.8E-07","3.2E-05"
"Ac-224","2.9h","F","0.0005","1.6E-09","1.6E-09","8.4E-07","1.6E-09","1.6E-09","1.6E-09","1.8E-09","2E-09","3.2E-09","4.8E-09","3.9E-09","1.6E-09","2.2E-07","1.6E-09","2E-08","1.6E-09","9.9E-08","3.4E-07","1.7E-08","1.6E-09","1.6E-09","6.2E-08","1.6E-09","1.6E-09","1.6E-09","1.7E-09","4.7E-08"
"Ac-224","2.9h","M","0.0005","1.9E-10","1.8E-10","9.4E-08","1.7E-10","1.8E-10","1.9E-10","5.9E-10","1E-09","3.1E-09","6.2E-09","4.4E-09","1.8E-10","2.4E-08","1.8E-10","2.2E-09","1.9E-10","1.1E-08","4.8E-07","1.7E-06","1.7E-10","1.8E-10","6.9E-09","1.9E-10","1.8E-10","1.9E-10","4.1E-10","2E-07"
"Ac-224","2.9h","S","0.0005","1.9E-11","1.3E-11","1.5E-09","4.9E-12","1.8E-11","2.3E-11","4.4E-10","9E-10","3.1E-09","6.3E-09","4.5E-09","1.3E-11","3.9E-10","1.4E-11","6.6E-11","2.1E-11","1.8E-10","5E-07","1.9E-06","7.5E-12","1.7E-11","1.1E-10","2.3E-11","1E-11","2.2E-11","2.5E-10","2.2E-07"
"Ac-225","10.0d","F","0.0005","3.3E-08","3.3E-08","7.8E-05","3.2E-08","3.2E-08","3.2E-08","3.4E-08","3.9E-08","8E-08","1.6E-07","1.2E-07","3.2E-08","2E-05","3.2E-08","1.7E-06","3.3E-08","9E-06","8.5E-06","1.5E-07","3.2E-08","3.2E-08","5.6E-06","3.2E-08","3.2E-08","3.2E-08","3.6E-08","4E-06"
"Ac-225","10.0d","M","0.0005","4.3E-09","4.2E-09","9.8E-06","4.1E-09","4.2E-09","4.3E-09","8.7E-09","1.9E-08","9.6E-08","2.5E-07","1.6E-07","4.2E-09","2.5E-06","4.2E-09","2.1E-07","4.3E-09","1.1E-06","1.5E-05","0.00011","4.1E-09","4.2E-09","7.1E-07","4.3E-09","4.2E-09","4.2E-09","1.1E-08","1.3E-05"
"Ac-225","10.0d","S","0.0005","2.3E-10","1.3E-10","1.7E-07","8.3E-11","2.2E-10","2.4E-10","5E-09","1.6E-08","9.6E-08","2.6E-07","1.7E-07","1.4E-10","4.3E-08","1.5E-10","3.8E-09","2E-10","1.9E-08","1.6E-05","0.00012","1.1E-10","1.9E-10","1.2E-08","2.4E-10","1.4E-10","1.6E-10","7.7E-09","1.5E-05"
"Ac-226","29h","F","0.0005","2.2E-08","2.2E-08","7.2E-06","2.2E-08","2.2E-08","2.2E-08","2.3E-08","2.7E-08","4.9E-08","7.2E-08","5.9E-08","2.2E-08","1.9E-06","2.2E-08","1.7E-07","2.2E-08","8.5E-07","5.4E-06","6.4E-08","2.2E-08","2.2E-08","5.3E-07","2.2E-08","2.2E-08","2.2E-08","2.5E-08","4E-07"
"Ac-226","29h","M","0.0005","2.3E-09","2.4E-09","8.7E-07","2.3E-09","2.3E-09","2.3E-09","5.2E-09","1.3E-08","5.2E-08","9.3E-08","7E-08","2.3E-09","2.2E-07","2.3E-09","2E-08","2.3E-09","1E-07","6.3E-06","1.7E-05","2.3E-09","2.3E-09","6.1E-08","2.3E-09","2.3E-09","2.3E-09","5.3E-09","2.1E-06"
"Ac-226","29h","S","0.0005","5.4E-11","5.5E-11","2.7E-08","3.7E-11","5.1E-11","6E-11","3.1E-09","1.1E-08","5.2E-08","9.5E-08","7.1E-08","4.9E-11","6.7E-09","5.1E-11","5.7E-10","5.6E-11","2.8E-09","6.5E-06","1.9E-05","4E-11","5.2E-11","1.4E-09","6E-11","4.3E-11","6.9E-11","3.1E-09","2.3E-06"
"Ac-227","21.773y","F","0.0005","1.7E-07","3E-08","0.023","3.4E-08","3.9E-08","3.8E-08","7E-08","7.5E-08","9.7E-08","7.1E-08","8.6E-08","1.2E-07","0.0058","5E-08","0.0004","1.4E-07","0.0023","6.4E-08","8.4E-08","2.9E-08","4.9E-08","0.0012","3.8E-08","2.7E-08","4.4E-08","4.9E-08","0.001"
"Ac-227","21.773y","M","0.0005","6.7E-08","1.8E-08","0.0081","1.9E-08","2.2E-08","2.2E-08","3.3E-08","3.5E-08","5.4E-08","7.1E-08","6.1E-08","4.8E-08","0.002","2.5E-08","0.00014","5.7E-08","0.0008","7.4E-05","0.00021","1.8E-08","2.6E-08","0.00042","2.2E-08","1.8E-08","2.3E-08","5.8E-08","0.00039"
"Ac-227","21.773y","S","0.0005","1.8E-08","2.4E-09","0.00077","2.8E-09","1.4E-08","1.4E-08","1.1E-08","1E-08","3.8E-08","1E-07","6.5E-08","8.8E-09","0.00019","7.1E-09","1.2E-05","1.4E-08","7.3E-05","0.00044","0.00082","4.1E-09","1.1E-08","3.1E-05","1.4E-08","7E-09","3.1E-09","2E-07","0.00013"
"Ac-228","6.13h","F","0.0005","8.7E-11","7.2E-11","1.8E-06","4E-11","4.6E-11","6.9E-11","2.7E-10","4.7E-10","1.1E-09","8.4E-10","9.9E-10","7.7E-11","4.9E-07","6E-11","3.9E-08","9.2E-11","2.1E-07","5.5E-09","1.2E-10","3.9E-11","5.6E-11","1.5E-07","6.9E-11","4.1E-11","7.4E-11","6.7E-11","9.7E-08"
"Ac-228","6.13h","M","0.0005","5.2E-11","3.9E-11","5.7E-07","1.6E-11","3.8E-11","6E-11","4.4E-10","8.1E-10","1.9E-09","1.5E-09","1.7E-09","4.5E-11","1.5E-07","4.2E-11","1.2E-08","6.2E-11","6.5E-08","3.5E-08","1.3E-07","2.1E-11","4.3E-11","4.8E-08","6E-11","2.3E-11","7.1E-11","6.8E-11","4.7E-08"
"Ac-228","6.13h","S","0.0005","4.2E-11","3E-11","2.8E-08","8.8E-12","3.6E-11","5.8E-11","4.5E-10","8.4E-10","2E-09","1.5E-09","1.8E-09","3.4E-11","7.9E-09","3.6E-11","6.9E-10","5.2E-11","3.2E-09","1.1E-07","2.6E-07","1.5E-11","3.9E-11","2.5E-09","5.8E-11","1.9E-11","6.6E-11","9.5E-11","3.3E-08"
"Th-226","30.9m","F","0.0005","2.3E-09","2.3E-09","2.5E-08","2.3E-09","2.3E-09","2.3E-09","3.2E-09","2.7E-09","2.5E-09","2.3E-09","2.4E-09","3.2E-09","2.6E-09","2.3E-09","2.4E-09","2.3E-09","4.7E-09","1.1E-06","1.6E-07","2.3E-09","2.3E-09","2.4E-09","2.3E-09","2.3E-09","2.3E-09","5.3E-07","4.8E-08"
"Th-226","30.9m","M","0.0005","2.4E-10","2.4E-10","4.6E-09","2.4E-10","2.4E-10","2.4E-10","1.7E-09","9E-10","4.5E-10","2.6E-10","3.7E-10","4E-10","3.3E-10","2.4E-10","2.8E-10","2.4E-10","6.8E-10","1.6E-06","6.1E-07","2.4E-10","2.4E-10","2.8E-10","2.4E-10","2.4E-10","2.4E-10","8.2E-07","1.1E-07"
"Th-226","30.9m","S","0.0005","3.1E-12","3.1E-12","3.5E-10","3E-12","3.1E-12","3.1E-12","1.6E-09","7E-10","2.3E-10","2.2E-11","1.4E-10","1.3E-11","1E-11","3.1E-12","7.6E-12","3.2E-12","3E-11","1.7E-06","6.6E-07","3E-12","3.1E-12","7.4E-12","3.1E-12","3.1E-12","3.1E-12","8.5E-07","1.2E-07"
"Th-227","18.718d","F","0.0005","2E-07","2E-07","9.6E-05","2E-07","2E-07","2E-07","2E-07","2E-07","2.8E-07","4.3E-07","3.5E-07","2.2E-06","3.2E-06","2E-07","4.3E-07","2E-07","1E-05","1E-06","2.4E-07","2E-07","2E-07","4.1E-07","2E-07","2E-07","2E-07","2.2E-07","2.6E-06"
"Th-227","18.718d","M","0.0005","3.1E-08","3.1E-08","1.5E-05","3E-08","3.1E-08","3.1E-08","3.2E-08","3.4E-08","7E-08","1.5E-07","1.1E-07","3.1E-07","4.8E-07","3.1E-08","6.4E-08","3.1E-08","1.5E-06","1.3E-05","0.00013","3E-08","3E-08","6.1E-08","3.1E-08","3.1E-08","3E-08","4E-08","1.6E-05"
"Th-227","18.718d","S","0.0005","1E-09","6.5E-10","2.8E-07","6.2E-10","1E-09","1E-09","2.4E-09","5.2E-09","3.1E-08","9.8E-08","6E-08","5.8E-09","9.4E-09","7.8E-10","1.4E-09","9.4E-10","2.9E-08","1.8E-05","0.00016","6.8E-10","9.1E-10","1.2E-09","1E-09","8E-10","6.8E-10","8.7E-09","1.9E-05"
"Th-228","1.9131y","F","0.0005","8E-06","8E-06","0.0027","7.9E-06","7.9E-06","7.9E-06","7.9E-06","8E-06","1E-05","1.5E-05","1.2E-05","6.8E-05","0.00012","7.9E-06","2.6E-05","7.9E-06","0.00033","8.9E-06","8E-06","7.9E-06","7.9E-06","2.7E-05","7.9E-06","7.9E-06","7.9E-06","8.8E-06","8.3E-05"
"Th-228","1.9131y","M","0.0005","2.5E-06","2.5E-06","0.00086","2.5E-06","2.5E-06","2.5E-06","2.5E-06","2.5E-06","3.3E-06","4.8E-06","3.9E-06","2.1E-05","3.6E-05","2.5E-06","8.1E-06","2.5E-06","0.0001","7.8E-05","0.00035","2.5E-06","2.5E-06","8.4E-06","2.5E-06","2.5E-06","2.5E-06","2.8E-06","6.8E-05"
"Th-228","1.9131y","S","0.0005","1.4E-07","1.3E-07","4.5E-05","1.3E-07","1.4E-07","1.4E-07","1.4E-07","1.4E-07","2.2E-07","4.3E-07","3.1E-07","1.1E-06","1.8E-06","1.3E-07","4.2E-07","1.4E-07","5.1E-06","0.00026","0.00067","1.3E-07","1.4E-07","4.5E-07","1.4E-07","1.3E-07","1.3E-07","3.1E-07","8.2E-05"
"Th-229","7340y","F","0.0005","6.7E-05","6.7E-05","0.012","6.7E-05","6.7E-05","6.7E-05","6.7E-05","6.7E-05","6.8E-05","7E-05","6.9E-05","0.00025","0.00088","6.7E-05","0.00016","6.7E-05","0.001","6.7E-05","6.7E-05","6.7E-05","6.5E-05","0.00015","6.7E-05","6.7E-05","6.7E-05","7E-05","0.00036"
"Th-229","7340y","M","0.0005","2.3E-05","2.3E-05","0.0044","2.3E-05","2.3E-05","2.3E-05","2.3E-05","2.3E-05","2.4E-05","2.4E-05","2.4E-05","8.9E-05","0.00031","2.3E-05","5.4E-05","2.3E-05","0.00035","0.0001","0.00028","2.3E-05","2.2E-05","5.2E-05","2.3E-05","2.3E-05","2.3E-05","2.4E-05","0.00016"
"Th-229","7340y","S","0.0005","2.4E-06","2.4E-06","0.00053","2.4E-06","2.4E-06","2.4E-06","2.4E-06","2.4E-06","2.5E-06","2.7E-06","2.6E-06","9.5E-06","3.2E-05","2.4E-06","5.9E-06","2.4E-06","3.6E-05","0.00047","0.00096","2.4E-06","2.3E-06","5.7E-06","2.4E-06","2.4E-06","2.4E-06","2.7E-06","0.00013"
"Th-230","7.7E4y","F","0.0005","1.3E-05","1.3E-05","0.0057","1.3E-05","1.3E-05","1.3E-05","1.3E-05","1.3E-05","1.3E-05","1.3E-05","1.3E-05","0.00016","0.00014","1.3E-05","8.9E-05","1.3E-05","0.00042","1.3E-05","1.3E-05","1.3E-05","1.3E-05","8.3E-05","1.3E-05","1.3E-05","1.3E-05","1.5E-05","0.00014"
